Drug name,Drug ID,Drug target,Target Pathway,Feature Name,n_feature_pos,n_feature_neg,ic50_effect_size,log_ic50_mean_pos,log_ic50_mean_neg,log_max_conc_tested,log_max_conc_tested_2,feature_ic50_t_pval,feature_delta_mean_ic50,feature_pos_ic50_var,feature_neg_ic50_var,feature_pval,tissue_pval,msi_pval,fdr,Tissue Type,Screening Set
"Navitoclax","1011","BCL2, BCL-XL, BCL-W","Apoptosis regulation","TP53_mut","10","5",".010956775993291149","2.4254463477344124","2.4446147541716421","","",".9836862943996586","-.019168406437229724","1.8180789594108495","1.5842260741792822",".9843437630046673","","","98.434376300466724","LIHC","GDSC2"
"Navitoclax","1011","BCL2, BCL-XL, BCL-W","Apoptosis regulation","cnaLIHC7","4","11",".3199573779061442","2.8376661758901185","2.2842611404219877","","",".43949621099110303",".5534050354681308",".75587055246992585","1.9281244401169195",".5929839242139584","","","88.947588632093755","LIHC","GDSC2"
"Navitoclax","1011","BCL2, BCL-XL, BCL-W","Apoptosis regulation","cnaLIHC10","3","12",".50599907989639836","1.7398125351117297","2.6048416369055953","","",".41131185922121188","-.86502910179386561","1.3698488164988063","1.7642969577620848",".44715242468853511","","","88.947588632093755","LIHC","GDSC2"
"Vorinostat","1012","HDAC inhibitor Class I, IIa, IIb, IV","Chromatin histone acetylation","TP53_mut","10","5","1.8245498055755394","2.2721482250860903","1.3546567016207023","","",".043556465131294339",".91749152346538798",".36563012374245296",".72182173042216158",".0054133549132559687","","","1.6240064739767905","LIHC","GDSC2"
"Vorinostat","1012","HDAC inhibitor Class I, IIa, IIb, IV","Chromatin histone acetylation","cnaLIHC7","4","11",".12025824132048989","2.0265960778505967","1.94439831341473","","",".78792707068136214",".082197764435866683",".38839626483270723",".74972461293609471",".84000793839153953","","","95.591009396073559","LIHC","GDSC2"
"Vorinostat","1012","HDAC inhibitor Class I, IIa, IIb, IV","Chromatin histone acetylation","cnaLIHC10","3","12",".036381841832734289","1.946393823494031","1.9712986907068604","","",".96260480936616877","-.024904867212829362",".77372606393087051",".66704581171337674",".95591009396073556","","","95.591009396073559","LIHC","GDSC2"
"Nilotinib","1013","ABL","ABL signaling","TP53_mut","10","5","1.0401524599134739","4.516708485428202","3.1243219642475824","","",".20786982467646586","1.3923865211806197",".85201524252503236","2.0470689953453389",".079975260576269608","","","0","LIHC","GDSC2"
"Nilotinib","1013","ABL","ABL signaling","cnaLIHC7","4","11",".24481636112973112","3.782772377314819","4.1506913787509685","","",".74435311400149029","-.36791900143614953","1.9474016294127616","1.3410300094340151",".68184526769144271","","","0","LIHC","GDSC2"
"Nilotinib","1013","ABL","ABL signaling","cnaLIHC10","3","12",".4947016708412581","3.4668915541338823","4.1990016677598563","","",".53988956126415899","-.732110113625974","1.6733041935069659","1.4419539990919812",".45713683231209712","","","0","LIHC","GDSC2"
"Refametinib","1014","MEK1, MEK2","ERK MAPK signaling","TP53_mut","10","5",".28427650083684575","2.22755155602096","1.8823295510660896","","",".65993401006643171",".34522200495487043","1.0695740677467036","1.4896058496869897",".61247177334783154","","","0","LIHC","GDSC2"
"Refametinib","1014","MEK1, MEK2","ERK MAPK signaling","cnaLIHC7","4","11",".70329313839172769","2.7126461984437125","1.8942344110695635","","",".16283062162686301",".81841178737414899",".76592941960321725","1.2587365611836308",".24985730144200322","","","0","LIHC","GDSC2"
"Refametinib","1014","MEK1, MEK2","ERK MAPK signaling","cnaLIHC10","3","12",".98133043514070728","1.2249474407695624","2.3343600827692801","","",".37654095321528941","-1.1094126419997177","1.7003216113489432",".99236919240347421",".15238616789141834","","","0","LIHC","GDSC2"
"Temsirolimus","1016","MTOR","PI3K/MTOR signaling","TP53_mut","10","5",".37306766661920432","1.2608507318396263","1.6941160303007599","","",".47820233996063244","-.4332652984611336","1.2316054198072561",".9851558981614903",".50774417528231752","","","0","LIHC","GDSC2"
"Temsirolimus","1016","MTOR","PI3K/MTOR signaling","cnaLIHC7","4","11",".99309425402438822","2.1837422651402911","1.1221925826671724","","",".056392376443436129","1.0615496824731188",".6824154775709641","1.1600394464491877",".11274880478174137","","","0","LIHC","GDSC2"
"Temsirolimus","1016","MTOR","PI3K/MTOR signaling","cnaLIHC10","3","12",".70301945161349266",".76895035682215351","1.5643530332861335","","",".38140518900710513","-.79540267646398","1.2171334281611681","1.1151151834247441",".29588222101856532","","","0","LIHC","GDSC2"
"Olaparib","1017","PARP1, PARP2","Genome integrity","TP53_mut","10","5","1.0075703858499494","5.188072605410615","4.5486960270936363","","",".062255042922900516",".63937657831697869",".68996246303497555",".48745192234402207",".088773772993045369","","","0","LIHC","GDSC2"
"Olaparib","1017","PARP1, PARP2","Genome integrity","cnaLIHC7","4","11",".61208802119076677","5.2819996209382607","4.8632916096201164","","",".38794882612596848",".41870801131814428",".7862346953246715",".65029144093944102",".31359011024813205","","","0","LIHC","GDSC2"
"Olaparib","1017","PARP1, PARP2","Genome integrity","cnaLIHC10","3","12",".74882673975031733","5.3812037154463779","4.8733829202695995","","",".41238328646520928",".50782079517677836",".84604376880679621",".64293709467429161",".26687968784286015","","","0","LIHC","GDSC2"
"Veliparib","1018","PARP1, PARP2","Genome integrity","TP53_mut","10","5",".51826231212540241","5.6506394429508564","5.2966920090310108","","",".33402215972376359",".35394743391984562",".72078694284280875",".58899728691932907",".36129652827983755","","","0","LIHC","GDSC2"
"Veliparib","1018","PARP1, PARP2","Genome integrity","cnaLIHC7","4","11",".39352688284821907","5.7329515618117073","5.4598225661287998","","",".40311642357559274",".27312899568290749",".42809395510729276",".7558077249217956",".51212285322287687","","","0","LIHC","GDSC2"
"Veliparib","1018","PARP1, PARP2","Genome integrity","cnaLIHC10","3","12","1.5157473222139215","4.8152090842291893","5.7120189351646715","","",".27416769529444945","-.89680985093548227","1.0483902361105231",".46246222122867553",".035345401967148513","","","0","LIHC","GDSC2"
"Bosutinib","1019","SRC, ABL, TEC","Other, kinases","TP53_mut","10","5",".010845176870851424","3.3011794415831113","3.2907677071751067","","",".9844667602468522",".01041173440800458",".97046479301908328",".93613860257271886",".98450320545018266","","","98.450320545018272","LIHC","GDSC2"
"Bosutinib","1019","SRC, ABL, TEC","Other, kinases","cnaLIHC7","4","11",".17960101360604055","3.4236966484589502","3.2518951234428042","","",".69872795960117273",".17180152501614598",".59054678772770341","1.041594182530367",".76325762099892536","","","98.450320545018272","LIHC","GDSC2"
"Bosutinib","1019","SRC, ABL, TEC","Other, kinases","cnaLIHC10","3","12",".3333630595695018","3.0442599463021387","3.3610710927333525","","",".54712573195195457","-.31681114643121377",".68165544815500245",".99140881782556767",".61421666188118706","","","98.450320545018272","LIHC","GDSC2"
"Lenalidomide","1020","CRBN","Protein stability and degradation","TP53_mut","10","5",".25401318490506403","5.5748564532234166","5.3749475570979168","","",".59413913184142741",".19990889612549978",".87683042084795493",".53206075181015355",".65048743671689113","","","0","LIHC","GDSC2"
"Lenalidomide","1020","CRBN","Protein stability and degradation","cnaLIHC7","4","11",".42847964885369838","5.7525386362452258","5.4193770702493502","","",".53831692525555086",".33316156599587554",".89842299001787052",".73742586251607567",".4760642082808153","","","0","LIHC","GDSC2"
"Lenalidomide","1020","CRBN","Protein stability and degradation","cnaLIHC10","3","12",".36171230274219196","5.281333169970762","5.5649419006509548","","",".77047576801820694","-.28360873068019288","1.4584854556357509",".58291194627947474",".58476050275540858","","","0","LIHC","GDSC2"
"Axitinib","1021","PDGFR, KIT, VEGFR","RTK signaling","TP53_mut","10","5",".59249602689916359","3.6720482182455898","2.9230260981430716","","",".32853712319272144",".74902212010251823","1.2255529504681426","1.347049643721242",".29902436844558966","","","0","LIHC","GDSC2"
"Axitinib","1021","PDGFR, KIT, VEGFR","RTK signaling","cnaLIHC7","4","11",".42675645575518556","3.8271938791956286","3.2751670142171587","","",".48075304645700268",".55202686497846987","1.2318695853187851","1.3114767112249619",".47780479823041255","","","0","LIHC","GDSC2"
"Axitinib","1021","PDGFR, KIT, VEGFR","RTK signaling","cnaLIHC10","3","12",".80017685856952558","2.623386411603263","3.6221211198634555","","",".38332466326610432","-.99873470826019251","1.5481582626827968","1.1854644894659201",".23702469928819639","","","0","LIHC","GDSC2"
"AZD7762","1022","CHEK1, CHEK2","Cell cycle","TP53_mut","10","5",".23080608026416849","1.4064040496492074","1.1281514541555724","","",".7282645162140241",".27825259549363501","1.0178365016578825","1.5467892187761849",".68035272054553475","","","0","LIHC","GDSC2"
"AZD7762","1022","CHEK1, CHEK2","Cell cycle","cnaLIHC7","4","11",".33302777699351183","1.606440723107847","1.2071849886216865","","",".484691159143391",".39925573448616047",".76833263653389117","1.3005243557773754",".57814837123284013","","","0","LIHC","GDSC2"
"AZD7762","1022","CHEK1, CHEK2","Cell cycle","cnaLIHC10","3","12",".28834070797234856","1.0357930320158613","1.3831182226018626","","",".62327865044282382","-.34732519058600131",".94470835812817278","1.2460030016323334",".66244574980049964","","","0","LIHC","GDSC2"
"GW441756","1023","NTRK1","RTK signaling","TP53_mut","10","5",".20289581013331576","3.6389162113872269","3.4892761474734089","","",".64687606316545687",".14964006391381801",".84808992890014345",".38661631826633497",".71702374078926145","","","95.847376753944729","LIHC","GDSC2"
"GW441756","1023","NTRK1","RTK signaling","cnaLIHC7","4","11",".55448124922567099","3.8805630306018291","3.4830264298938185","","",".30710806651466976",".39753660070801056",".56210453068937005",".75725709547227993",".35960739096555261","","","95.847376753944729","LIHC","GDSC2"
"GW441756","1023","NTRK1","RTK signaling","cnaLIHC10","3","12",".03426415819412932","3.6093568542603882","3.5839560240381796","","",".95253254231276108",".025400830222208626",".57904336410189949",".76714980362573659",".95847376753944724","","","95.847376753944729","LIHC","GDSC2"
"Lestaurtinib","1024","FLT3, JAK2, NTRK1, NTRK2, NTRK3","Other, kinases","TP53_mut","10","5",".40981009511461752","1.1047542990705903",".42036685530267759","","",".47190119297843813",".68438744376791272","1.6805866413485633","1.645968001649643",".46765584026202556","","","0","LIHC","GDSC2"
"Lestaurtinib","1024","FLT3, JAK2, NTRK1, NTRK2, NTRK3","Other, kinases","cnaLIHC7","4","11",".17994440967699937","1.1008757423218103",".79507948163018627","","",".77254222866276945",".30579626069162402","1.7318477808229642","1.6895349315331973",".76282011521906068","","","0","LIHC","GDSC2"
"Lestaurtinib","1024","FLT3, JAK2, NTRK1, NTRK2, NTRK3","Other, kinases","cnaLIHC10","3","12",".41713947758117981",".31637768002009986","1.0166870189299158","","",".66961107418771915","-.70030933890981584","2.3964122143806095","1.5122184310304172",".52937426849654434","","","0","LIHC","GDSC2"
"SB216763","1025","GSK3A, GSK3B","WNT signaling","TP53_mut","10","5",".52002033318851371","5.3345804499664187","4.7452003850441447","","",".42315789859623143",".58938006492227402","1.0157522783894968","1.3613730030384665",".3597228402003117","","","0","LIHC","GDSC2"
"SB216763","1025","GSK3A, GSK3B","WNT signaling","cnaLIHC7","4","11","1.1056434376668989","5.9794228800471059","4.832192264063317","","",".033455377755836575","1.1472306159837888",".63340587127554937","1.1310497567841247",".080742464049387966","","","0","LIHC","GDSC2"
"SB216763","1025","GSK3A, GSK3B","WNT signaling","cnaLIHC10","3","12",".48119779955024478","4.6962888820670283","5.2485783148903193","","",".68681160558070875","-.55228943282329102","2.0288533918839868",".89911407823091805",".46925347596755496","","","0","LIHC","GDSC2"
"Tanespimycin","1026","HSP90","Protein stability and degradation","TP53_mut","10","5",".96197531938297975","1.2500523890433572","-.38644373665269227","","",".13068912354383455","1.6364961256960495","1.6499187270863682","1.8112304913652724",".10254835298350401","","","0","LIHC","GDSC2"
"Tanespimycin","1026","HSP90","Protein stability and degradation","cnaLIHC7","4","11",".13815361206808227",".89585402225446975",".63498991983202091","","",".84314432630915714",".26086410242244884","2.2475694497532799","1.7662122237861593",".81664267785183076","","","0","LIHC","GDSC2"
"Tanespimycin","1026","HSP90","Protein stability and degradation","cnaLIHC10","3","12",".31857973428683933",".22673590054773043",".82400812546057634","","",".76785256626060461","-.59727222491284593","3.0127074733958574","1.5822998379986382",".62986284949274274","","","0","LIHC","GDSC2"
"Motesanib","1029","VEGFR, RET, KIT, PDGFR","RTK signaling","TP53_mut","10","5","1.0167539705364999","6.2589261322734062","5.3623014053029419","","",".24548069806451711",".89662472697046436",".41311049198900035","1.4640385371754854",".086209333203177599","","","0","LIHC","GDSC2"
"Motesanib","1029","VEGFR, RET, KIT, PDGFR","RTK signaling","cnaLIHC7","4","11",".47394405809814388","6.2963654337912844","5.8377551467348754","","",".32479730533692558",".45861028705640905",".61570663768190692","1.0504823453934322",".43156304606940943","","","0","LIHC","GDSC2"
"Motesanib","1029","VEGFR, RET, KIT, PDGFR","RTK signaling","cnaLIHC10","3","12","1.0724552702137333","5.1871744702372746","6.1532704115447459","","",".52110320503244489","-.96609594130747123","2.1674866074249621",".32380529052605772",".12053663687433044","","","0","LIHC","GDSC2"
"KU-55933","1030","ATM","Genome integrity","TP53_mut","10","5",".48286754578081109","5.4154563793944508","4.8581559720297545","","",".44933762653979326",".55730040736469633","1.0507693249997985","1.3582792953099878",".39400601726235934","","","0","LIHC","GDSC2"
"KU-55933","1030","ATM","Genome integrity","cnaLIHC7","4","11",".16479404339864143","5.372838002940215","5.1776356038484019","","",".77788547472744418",".19520239909181303","1.1027588019475749","1.207974035391518",".7822011024869262","","","0","LIHC","GDSC2"
"KU-55933","1030","ATM","Genome integrity","cnaLIHC10","3","12",".45364655459196263","4.8064555223330396","5.3354980905911802","","",".63928415693610163","-.52904256825814056","1.6386856471172639","1.0578583638885768",".49458239400062831","","","0","LIHC","GDSC2"
"Afatinib","1032","EGFR, ERBB2","EGFR signaling","TP53_mut","10","5",".17972652050025037","2.6309462527647751","2.4523199663844246","","",".74262773810542104",".1786262863803505","1.0201199723217098",".93213730596039313",".74803521198000267","","","0","LIHC","GDSC2"
"Afatinib","1032","EGFR, ERBB2","EGFR signaling","cnaLIHC7","4","11",".1456578692371209","2.4650577967422143","2.6100755611455471","","",".72879484271336148","-.14501776440333281",".47351978462929806","1.1051393160512266",".80689727573047154","","","0","LIHC","GDSC2"
"Afatinib","1032","EGFR, ERBB2","EGFR signaling","cnaLIHC10","3","12",".51984002584245448","2.1663507772894861","2.672667502308451","","",".1409087883315496","-.50631672501896485",".1827155224721739","1.0559637845540437",".43511082570927007","","","0","LIHC","GDSC2"
"Vismodegib","1033","SMO","Other","TP53_mut","10","5","1.3032270103762253","5.750643878982026","4.7443824644266979","","",".045551229905429709","1.0062614145553281",".76849564008328153",".78024725027043118",".033348021512054932","","","0","LIHC","GDSC2"
"Vismodegib","1033","SMO","Other","cnaLIHC7","4","11",".67254405087010871","5.8498434890695625","5.2571797414250447","","",".31987201380190372",".59266374764451779",".93870279827761627",".86323789948794982",".27012037261904581","","","0","LIHC","GDSC2"
"Vismodegib","1033","SMO","Other","cnaLIHC10","3","12",".89934874766310613","4.7943720011938522","5.5704362590310161","","",".5259430370952165","-.77606425783716393","1.7593569122137869",".56322807914092521",".1869052435434235","","","0","LIHC","GDSC2"
"Staurosporine","1034","Broad spectrum kinase inhibitor","RTK signaling","TP53_mut","10","5",".4826342781658936","-2.7455163391364232","-1.989732885694194","","",".31643328414254079","-.75578345344222919","1.7485585444253957","1.0442310421719807",".39422806636608065","","","94.55484948622221","LIHC","GDSC2"
"Staurosporine","1034","Broad spectrum kinase inhibitor","RTK signaling","cnaLIHC7","4","11",".24262014059179143","-2.2086577837256454","-2.5971996986302384","","",".59959022055236144",".388541914904593",".97244185732990396","1.7465124063023729",".68452738824074877","","","94.55484948622221","LIHC","GDSC2"
"Staurosporine","1034","Broad spectrum kinase inhibitor","RTK signaling","cnaLIHC10","3","12",".044945435306046742","-2.5515408450496282","-2.4791004403905266","","",".92842429156795447","-.07244040465910162","1.0260808311936267","1.696642070661273",".94554849486222203","","","94.55484948622221","LIHC","GDSC2"
"PLX-4720","1036","BRAF","ERK MAPK signaling","TP53_mut","10","5",".57621842919067634","4.6255445536003492","4.0998684961856098","","",".40808770103301373",".52567605741473944",".74695910310525593","1.2039441121575758",".31195041462361944","","","0","LIHC","GDSC2"
"PLX-4720","1036","BRAF","ERK MAPK signaling","cnaLIHC7","4","11",".35046418037746729","4.2093942147769372","4.53792828707489","","",".66147387438215899","-.32853407229795284","1.302102343974767",".79608760388376132",".55866573597141345","","","0","LIHC","GDSC2"
"PLX-4720","1036","BRAF","ERK MAPK signaling","cnaLIHC10","3","12","1.2568210167157985","3.6095644555556317","4.6605078875220531","","",".10875264535485402","-1.0509434319664215",".73538734148938101",".85324132914412398",".073459967968644735","","","0","LIHC","GDSC2"
"NU7441","1038","DNAPK","Genome integrity","TP53_mut","10","5",".13900041405454849","3.6517381845334382","3.8596297499540135","","",".83932507109445964","-.2078915654205753","1.1931654640240774","2.0165917755100451",".80363589182644213","","","0","LIHC","GDSC2"
"NU7441","1038","DNAPK","Genome integrity","cnaLIHC7","4","11",".67118746804363072","4.4241358896710601","3.4653624578563833","","",".22462505229684251",".95877343181467678","1.1231191333773096","1.5080709811750141",".27104262947810898","","","0","LIHC","GDSC2"
"NU7441","1038","DNAPK","Genome integrity","cnaLIHC10","3","12",".46265461151598369","3.1767520552191697","3.8571062024539127","","",".66566443746938075","-.68035414723474297","2.3111775105980485","1.2587666322243569",".48621189926746455","","","0","LIHC","GDSC2"
"Doramapimod","1042","p38, JNK2","JNK and p38 signaling","TP53_mut","10","5","1.1340985478995829","5.6771701862644299","4.800788520850416","","",".17560550864228247",".87638166541401397",".49387114326069631","1.1798092208486874",".058868875269767355","","","0","LIHC","GDSC2"
"Doramapimod","1042","p38, JNK2","JNK and p38 signaling","cnaLIHC7","4","11",".65201458649192234","5.7920503033765192","5.2370402957627542","","",".20076383206158679",".55501000761376496",".581251238783413",".91684215459601115",".28433598330679599","","","0","LIHC","GDSC2"
"Doramapimod","1042","p38, JNK2","JNK and p38 signaling","cnaLIHC10","3","12","1.2161832034203308","4.6166247111316521","5.5771475277917864","","",".3191587028043999","-.96052281666013428","1.2705382333527513",".66608369370977827",".082108429193397045","","","0","LIHC","GDSC2"
"JNK Inhibitor VIII","1043","JNK","JNK and p38 signaling","TP53_mut","10","5",".9978563856113758","5.7092875001258951","4.8711427758086518","","",".2122524921486999",".83814472431724329",".57826356116721656","1.2411794220718737",".091560889490308675","","","0","LIHC","GDSC2"
"JNK Inhibitor VIII","1043","JNK","JNK and p38 signaling","cnaLIHC7","4","11",".16701229116897839","5.5448044085625661","5.3881246587319955","","",".82713279638838511",".15667974983057054","1.2493759116446157",".82209467265750102",".77935359429341078","","","0","LIHC","GDSC2"
"JNK Inhibitor VIII","1043","JNK","JNK and p38 signaling","cnaLIHC10","3","12",".19656053121509437","5.2824474386719968","5.4667705470238523","","",".87433984453067404","-.1843231083518555","1.7642714199782272",".68797322686901974",".76555909257686561","","","0","LIHC","GDSC2"
"Wee1 Inhibitor","1046","WEE1, CHEK1","Cell cycle","TP53_mut","10","5",".35553560830617797","3.7089885422559616","3.123427399893099","","",".61979740089491664",".58556114236286261","1.2312463307563448","2.3248379542891366",".52756531306371246","","","0","LIHC","GDSC2"
"Wee1 Inhibitor","1046","WEE1, CHEK1","Cell cycle","cnaLIHC7","4","11",".12348846031902015","3.665087064813223","3.4587885602520201","","",".74255457013785953",".20629850456120291",".46130658637492178","1.8879322566056396",".83577797223915395","","","0","LIHC","GDSC2"
"Wee1 Inhibitor","1046","WEE1, CHEK1","Cell cycle","cnaLIHC10","3","12",".78272805399071199","2.5205756297443114","3.7621079610660151","","",".31475611650511376","-1.2415323313217037","1.6072455759301776","1.5822966779803509",".24686029610392249","","","0","LIHC","GDSC2"
"Nutlin-3a (-)","1047","MDM2","p53 pathway","TP53_mut","10","5","1.7647965773166108","5.7360348428420149","4.2287946892836397","","",".02396594373726648","1.5072401535583753",".77533531492616925","1.0089736523971309",".0066778514750049332","","","0","LIHC","GDSC2"
"Nutlin-3a (-)","1047","MDM2","p53 pathway","cnaLIHC7","4","11",".38455758141031593","5.551374123483976","5.1180750346274948","","",".56372136333337752",".43329908885648116","1.2345315918748787","1.0923396327701524",".52162767724200099","","","0","LIHC","GDSC2"
"Nutlin-3a (-)","1047","MDM2","p53 pathway","cnaLIHC10","3","12",".19543363827708668","5.0551710317147007","5.2782340649745203","","",".8092502788334186","-.22306303325981958","1.3449912123729528","1.1003128251606233",".76685956367938723","","","0","LIHC","GDSC2"
"Mirin","1048","MRE11","Genome integrity","TP53_mut","10","5",".76796790930487235","5.3991824915133799","4.7977442233282428","","",".20075374661662015",".60143826818513713",".7794442892672222",".79144199904136503",".18430660934195844","","","0","LIHC","GDSC2"
"Mirin","1048","MRE11","Genome integrity","cnaLIHC7","4","11",".24723909435614136","5.3500145649982063","5.1436807065256538","","",".52108515582751713",".20633385847255248",".26368623458062823",".94051094038566452",".67889173086608234","","","0","LIHC","GDSC2"
"Mirin","1048","MRE11","Genome integrity","cnaLIHC10","3","12","1.256131307620834","4.4556160211394449","5.3844748306963908","","",".25239939889936003","-.92885880955694589","1.0261961668993942",".67435196655854757",".073599542242390681","","","0","LIHC","GDSC2"
"PD173074","1049","FGFR1, FGFR2, FGFR3","RTK signaling","TP53_mut","10","5",".16265054920953273","3.6008328568734691","3.3351589075303978","","",".79927911822933728",".26567394934307131","1.4465989336228873","1.9906184713325583",".77119029385771565","","","0","LIHC","GDSC2"
"PD173074","1049","FGFR1, FGFR2, FGFR3","RTK signaling","cnaLIHC7","4","11",".16034418138623907","3.7044335483539408","3.4423989920882647","","",".68500548726435895",".26203455626567607",".611617748930123","1.8329135738798636",".78792309637214153","","","0","LIHC","GDSC2"
"PD173074","1049","FGFR1, FGFR2, FGFR3","RTK signaling","cnaLIHC10","3","12",".4082018600156192","2.9851091373849523","3.6440663078526518","","",".68505520416692989","-.65895717046769953","2.3827702621794393","1.4308939414032744",".53810027951689987","","","0","LIHC","GDSC2"
"ZM447439","1050","AURKA, AURKB","Mitosis","TP53_mut","10","5",".48743040136966298","3.3222339891956145","2.7864591932911611","","",".29096114250348004",".53577479590445343","1.2518738771795932",".63283574253564312",".38967963994014376","","","0","LIHC","GDSC2"
"ZM447439","1050","AURKA, AURKB","Mitosis","cnaLIHC7","4","11",".26298360537661891","3.3603023224259365","3.0648569607916545","","",".72802165975482791",".29544536163428203","1.4669041835629795",".99759704197350407",".6598337659170157","","","0","LIHC","GDSC2"
"ZM447439","1050","AURKA, AURKB","Mitosis","cnaLIHC10","3","12",".21392233830484972","3.3365859407071317","3.0954065030242126","","",".84606274044791141",".24117943768291905","1.8648730523875958",".93265807174311421",".74561866920811315","","","0","LIHC","GDSC2"
"Alisertib","1051","AURKA","Mitosis","TP53_mut","10","5",".34751953273981906","2.7736237991368502","2.3414010193255637","","",".636383998195726",".43222277981128654",".87471627726050261","1.8181923750387554",".53677331977057041","","","0","LIHC","GDSC2"
"Alisertib","1051","AURKA","Mitosis","cnaLIHC7","4","11",".36749503904639708","2.9648122462459328","2.5076358275465993","","",".42905577761412295",".45717641869933345",".74940248532672427","1.3577283912205806",".53998611074487335","","","0","LIHC","GDSC2"
